id,ident,name,type,scheduled_service,municipality,state_name,iso_region,latitude_deg,longitude_deg,elevation_ft,gps_code,local_code
26555,VIDP,Indira Gandhi International Airport,large_airport,yes,New Delhi,Delhi,IN-DL,28.55563,77.09519,777.0,VIDP,
26444,VOGO,Dabolim Airport,large_airport,yes,Vasco Da Gama,Goa,IN-GA,15.3808,73.831398,150.0,VOGO,
342094,VOGA,Manohar International Airport,large_airport,yes,Mopa,Goa,IN-GA,15.744257,73.860625,552.0,VOGA,
512065,VAHS,Rajkot International Airport,large_airport,no,Rajkot,Gujarat,IN-GJ,22.378824,71.039391,647.0,VAHS,
26434,VABB,Chhatrapati Shivaji International Airport,large_airport,yes,Mumbai,IN-MM,IN-MM,19.08869934,72.86789703,39.0,VABB,
342093,IN-0276,Navi Mumbai International Airport,large_airport,yes,Navi Mumbai,IN-MM,IN-MM,18.984597,73.065253,184.0,,
35141,VOHS,Rajiv Gandhi International Airport,large_airport,yes,Hyderabad,IN-TG,IN-TG,17.231318,78.429855,2024.0,VOHS,
35145,VOBL,Kempegowda International Airport,large_airport,yes,Bangalore,Karnataka,IN-KA,13.1979,77.706299,3000.0,VOBL,
26609,VOCI,Cochin International Airport,large_airport,yes,Kochi,Kerala,IN-KL,10.151047,76.400838,30.0,VOCI,
26629,VOTV,Thiruvananthapuram International Airport,large_airport,yes,Thiruvananthapuram,Kerala,IN-KL,8.48212,76.920097,15.0,VOTV,
26618,VOMM,Chennai International Airport,large_airport,yes,Chennai,Tamil Nadu,IN-TN,12.990005,80.169296,52.0,VOMM,
26496,VECC,Netaji Subhash Chandra Bose International Airport,large_airport,yes,Kolkata,West Bengal,IN-WB,22.654699,88.446701,16.0,VECC,
3343,VO94,Campbell Bay Airport / INS Baaz,medium_airport,no,Campbell Bay,Andaman and Nicobar Islands,IN-AN,7.01304,93.922798,16.0,VOBX,
26612,VOCX,Car Nicobar Air Force Base,medium_airport,no,Iaf Camp,Andaman and Nicobar Islands,IN-AN,9.153056,92.819273,5.0,VOCX,
26620,VOPB,Veer Savarkar International Airport / INS Utkrosh,medium_airport,yes,Port Blair,Andaman and Nicobar Islands,IN-AN,11.641208,92.729643,13.0,VOPB,
26611,VOCP,Kadapa Airport,medium_airport,yes,Kadapa,Andhra Pradesh,IN-AP,14.513154,78.769183,430.0,VOCP,
340146,VOKU,Kurnool Airport,medium_airport,yes,Orvakal,Andhra Pradesh,IN-AP,15.716288,78.16923,920.0,VOKU,KJB
26623,VORY,Rajahmundry Airport,medium_airport,yes,Madhurapudi,Andhra Pradesh,IN-AP,17.105799,81.813204,151.0,VORY,
26622,VOPN,Sri Sathya Sai Airport,medium_airport,no,Puttaparthi,Andhra Pradesh,IN-AP,14.14929962,77.79109955,1558.0,VOPN,
26606,VOBZ,Vijayawada Airport,medium_airport,yes,Gannavaram,Andhra Pradesh,IN-AP,16.530399,80.796799,82.0,VOBZ,
26523,VEVZ,Visakhapatnam Airport,medium_airport,yes,Visakhapatnam,Andhra Pradesh,IN-AP,17.723506,83.227729,15.0,VOVZ,
26488,VEAN,Along Airport,medium_airport,no,,Arunachal Pradesh,IN-AR,28.1753006,94.80200195,900.0,VEAN,
354546,IN-0308,Itanagar Donyi Polo Hollongi Airport,medium_airport,yes,Hollongi,Arunachal Pradesh,IN-AR,26.96683,93.638792,328.0,VEHO,
26524,VEZO,Ziro Airport,medium_airport,no,Ziro,Arunachal Pradesh,IN-AR,27.588301,93.828102,5403.0,VEZO,
26512,VEMN,Dibrugarh Airport,medium_airport,yes,Dibrugarh,Assam,IN-AS,27.48390007,95.01689911,362.0,VEMN,
26507,VEJT,Jorhat Airport,medium_airport,yes,Jorhat,Assam,IN-AS,26.73150063,94.17549896,311.0,VEJT,
26511,VELR,Lilabari North Lakhimpur Airport,medium_airport,yes,Lilabari,Assam,IN-AS,27.2955,94.097603,330.0,VELR,
26501,VEGT,Lokpriya Gopinath Bordoloi International Airport,medium_airport,yes,Guwahati,Assam,IN-AS,26.10610008,91.58589935,162.0,VEGT,
26509,VEKU,Silchar Airport,medium_airport,yes,Silchar,Assam,IN-AS,24.91290092,92.97869873,352.0,VEKU,
26521,VETZ,Tezpur Airport,medium_airport,yes,,Assam,IN-AS,26.70910072,92.78469849,240.0,VETZ,
3319,VEDH,Darbhanga Airport,medium_airport,yes,Darbhanga,Bihar,IN-BR,26.192801,85.916901,156.0,VEDH,VEDH
26498,VEDB,Dhanbad Airport,medium_airport,no,,Bihar,IN-BR,23.834,86.425301,847.0,VEDB,
26502,VEGY,Gaya Airport,medium_airport,yes,Gaya,Bihar,IN-BR,24.744301,84.951202,380.0,VEGY,
26517,VEPT,Jay Prakash Narayan Airport,medium_airport,yes,Patna,Bihar,IN-BR,25.591299,85.087997,170.0,VEPT,
26514,VEMZ,Muzaffarpur Airport,medium_airport,no,Muzaffarpur,Bihar,IN-BR,26.119101,85.313698,174.0,VEMZ,
26550,VICG,Chandigarh International Airport,medium_airport,yes,Chandigarh,Chandigarh,IN-CH,30.6735,76.788498,1012.0,VICG,
26435,VEBU,Bilaspur Airport,medium_airport,yes,Bilaspur,Chhattisgarh,IN-CT,21.9884,82.111,899.0,VEBU,
598586,IN-0393,Maa Mahamaya Airport,medium_airport,yes,Ambikapur,Chhattisgarh,IN-CT,22.98753,83.19612,1930.0,,
26459,VARP,Swami Vivekananda Airport,medium_airport,yes,Raipur,Chhattisgarh,IN-CT,21.180401,81.7388,1041.0,VERP,
26441,VADN,Daman Airport,medium_airport,no,Daman,Dadra and Nagar Haveli and Daman and Diu,IN-DH,20.434401,72.843201,33.0,VADN,
26552,VIDD,Safdarjung Airport,medium_airport,no,New Delhi,Delhi,IN-DL,28.585453,77.203563,705.0,VIDD,
26440,VABV,Bhavnagar Airport,medium_airport,yes,Bhavnagar,Gujarat,IN-GJ,21.75219917,72.18520355,44.0,VABV,
26436,VABJ,Bhuj Airport,medium_airport,yes,Bhuj,Gujarat,IN-GJ,23.28779984,69.67019653,268.0,VABJ,
26448,VAJM,Jamnagar Airport,medium_airport,yes,Jamnagar,Gujarat,IN-GJ,22.46549988,70.01260376,69.0,VAJM,
26449,VAKE,Kandla Airport,medium_airport,yes,Kandla,Gujarat,IN-GJ,23.1127,70.100304,96.0,VAKE,
26452,VAKS,Keshod Airport,medium_airport,yes,Keshod,Gujarat,IN-GJ,21.317101,70.270401,167.0,VAKS,
26456,VAPR,Porbandar Airport,medium_airport,yes,Porbandar,Gujarat,IN-GJ,21.649524,69.656405,23.0,VAPR,
26458,VARK,Rajkot Airport,medium_airport,yes,Rajkot,Gujarat,IN-GJ,22.30920029,70.77950287,441.0,VARK,
26431,VAAH,Sardar Vallabh Bhai Patel International Airport,medium_airport,yes,Ahmedabad,Gujarat,IN-GJ,23.0772,72.634697,189.0,VAAH,
26461,VASU,Surat Airport,medium_airport,yes,Surat,Gujarat,IN-GJ,21.1141,72.741798,16.0,VASU,
26438,VABO,Vadodara Airport,medium_airport,yes,Vadodara,Gujarat,IN-GJ,22.336201,73.226303,129.0,VABO,
26539,VIAM,Ambala Air Force Station,medium_airport,no,Ambala,Haryana,IN-HR,30.368099,76.816704,909.0,VIAM,VI18
26559,VIHR,Hisar Airport,medium_airport,yes,Hisar,Haryana,IN-HR,29.179399,75.755302,700.0,VIHR,
26575,VISA,Sirsa Air Force Station,medium_airport,no,,Haryana,IN-HR,29.5606,75.006104,650.0,VISA,
26557,VIGG,Kangra Airport,medium_airport,yes,Kangra,Himachal Pradesh,IN-HP,32.164902,76.263018,2525.0,VIGG,
26546,VIBR,Kullu Manali Airport,medium_airport,yes,Bhuntar,Himachal Pradesh,IN-HP,31.876699,77.154404,3573.0,VIBR,
26432,VAAK,Akola Airport,medium_airport,no,Akola,IN-MM,IN-MM,20.698931,77.056883,999.0,VAAK,
26433,VAAU,Aurangabad Airport,medium_airport,yes,Aurangabad,IN-MM,IN-MM,19.86269951,75.39810181,1911.0,VAAU,
26453,VANP,Dr. Babasaheb Ambedkar International Airport,medium_airport,yes,Nagpur,IN-MM,IN-MM,21.092199,79.047203,1033.0,VANP,
3299,VA2C,Gondia Airport,medium_airport,yes,Gondia,IN-MM,IN-MM,21.526817,80.290347,987.0,VAGD,VA2C
26451,VAKP,Kolhapur Airport,medium_airport,yes,Kolhapur,IN-MM,IN-MM,16.6647,74.289398,1996.0,VAKP,
3341,VALT,Murod Kond Airport,medium_airport,yes,Latur,IN-MM,IN-MM,18.411501,76.464699,2136.0,VALT,
30180,VAND,Nanded Airport,medium_airport,yes,Nanded,IN-MM,IN-MM,19.1833,77.316704,1250.0,VOND,VOND
3301,VAOZ,Nashik Airport,medium_airport,yes,Nasik,IN-MM,IN-MM,20.119101,73.912903,1900.0,VAOZ,
26455,VAPO,Pune Airport / Lohagaon Air Force Station,medium_airport,yes,Pune,IN-MM,IN-MM,18.5821,73.919701,1942.0,VAPO,
26457,VARG,Ratnagiri Airport,medium_airport,no,,IN-MM,IN-MM,17.013599,73.327797,305.0,VARG,
508630,IN-0369,Sant Gadge Baba Yavatmal Airport,medium_airport,no,Yavatmal,IN-MM,IN-MM,20.395781,78.216272,1403.0,,VA78
327452,VASD,Shirdi Airport,medium_airport,yes,Kakadi,IN-MM,IN-MM,19.688752,74.377354,1926.0,VASD,
331218,IN-0107,Sindhudurg Airport,medium_airport,yes,Chipi,IN-MM,IN-MM,16.002552,73.529846,203.0,VOSR,
26460,VASL,Solapur Airport,medium_airport,no,Solapur,IN-MM,IN-MM,17.62800026,75.93479919,1584.0,VASL,
26615,VOHY,Begumpet Airport,medium_airport,no,Hyderabad,IN-TG,IN-TG,17.4531,78.467598,1742.0,VOHY,
26613,VODG,Dundigul Air Force Academy,medium_airport,no,Hyderabad,IN-TG,IN-TG,17.62719917,78.40339661,2013.0,VODG,
26554,VIDN,Dehradun Jolly Grant Airport,medium_airport,yes,Dehradun (Jauligrant),IN-UT,IN-UT,30.189243,78.176651,1831.0,VIDN,
26565,VIJU,Jammu Airport,medium_airport,yes,Jammu,Jammu and Kashmir,IN-JK,32.688849,74.838152,996.0,VIJU,
26578,VISR,Sheikh ul Alam International Airport,medium_airport,yes,Srinagar,Jammu and Kashmir,IN-JK,33.987099,74.7742,5429.0,VISR,
26581,VIUX,Udhampur Air Force Station,medium_airport,no,Udhampur,Jammu and Kashmir,IN-JK,32.902152,75.155709,2066.0,VIUX,
26519,VERC,Birsa Munda Airport,medium_airport,yes,Ranchi,Jharkhand,IN-JH,23.31430054,85.32170105,2148.0,VERC,
26506,VEJS,Sonari Airport,medium_airport,no,Jamshedpur,Jharkhand,IN-JH,22.813786,86.169739,475.0,VEJS,
26437,VABM,Belagavi Airport,medium_airport,yes,Belgaum,Karnataka,IN-KA,15.8593,74.618301,2487.0,VOBM,
26604,VOBI,Bellary Airport,medium_airport,no,Bellary,Karnataka,IN-KA,15.16279984,76.88279724,30.0,VOBI,
26605,VOBR,Bidar Airport / Bidar Air Force Station,medium_airport,no,Bidar,Karnataka,IN-KA,17.9081,77.487099,2178.0,VOBR,
26603,VOBG,HAL Airport,medium_airport,no,Bangalore,Karnataka,IN-KA,12.95,77.668198,2912.0,VOBG,
26445,VAHB,Hubli Airport,medium_airport,yes,Hubli,Karnataka,IN-KA,15.3617,75.0849,2171.0,VOHB,
43966,IN-0011,Jakkur Aerodrome,medium_airport,no,Bengaluru,Karnataka,IN-KA,13.07674,77.597645,3013.0,VOJK,
26617,VOML,Mangalore International Airport,medium_airport,yes,Mangalore,Karnataka,IN-KA,12.9612999,74.89009857,337.0,VOML,
354545,IN-0301,Rashtrakavi Kuvempu Airport,medium_airport,no,Shimoga,Karnataka,IN-KA,13.858024,75.618868,2017.0,VOSH,
26610,VOCL,Calicut International Airport,medium_airport,yes,Calicut,Kerala,IN-KL,11.1368,75.955299,342.0,VOCL,
329504,VOKN,Kannur International Airport,medium_airport,yes,Kannur,Kerala,IN-KL,11.918614,75.547211,330.0,VOKN,
26569,VILH,Leh Kushok Bakula Rimpochee Airport,medium_airport,yes,Leh,Ladakh,IN-LA,34.135899,77.546501,10682.0,VILH,
26602,VOAT,Agatti Airport,medium_airport,yes,Agatti,Lakshadweep,IN-LD,10.8237,72.176003,14.0,VOAT,
26446,VAID,Devi Ahilyabai Holkar Airport,medium_airport,yes,Indore,Madhya Pradesh,IN-MP,22.72179985,75.80110168,1850.0,VAID,
26558,VIGR,Gwalior Airport,medium_airport,yes,Gwalior,Madhya Pradesh,IN-MP,26.29330063,78.22779846,617.0,VIGR,
26447,VAJB,Jabalpur Airport,medium_airport,yes,Jabalpur,Madhya Pradesh,IN-MP,23.177799,80.052002,1624.0,VAJB,
26450,VAKJ,Khajuraho Airport,medium_airport,yes,Khajuraho,Madhya Pradesh,IN-MP,24.8172,79.918602,728.0,VEKO,
26439,VABP,Raja Bhoj International Airport,medium_airport,yes,Bhopal,Madhya Pradesh,IN-MP,23.28750038,77.33740234,1711.0,VABP,
3288,VA1G,"Rewa Airport, Chorhata, REWA",medium_airport,yes,Rewa,Madhya Pradesh,IN-MP,24.503401,81.220299,1000.0,VA1G,VA1G
26504,VEIM,Imphal Airport,medium_airport,yes,Imphal,Manipur,IN-MN,24.76000023,93.896698,2540.0,VEIM,
26492,VEBI,Shillong Airport,medium_airport,yes,Shillong,Meghalaya,IN-ML,25.70359993,91.97869873,2910.0,VEBI,
26510,VELP,Lengpui Airport,medium_airport,yes,Aizawl (Lengpui),Mizoram,IN-MZ,23.840599,92.619698,1398.0,VELP,
26513,VEMR,Dimapur Airport,medium_airport,yes,Dimapur,Nagaland,IN-NL,25.88389969,93.77110291,487.0,VEMR,
26494,VEBS,Biju Patnaik Airport,medium_airport,yes,Bhubaneswar,Odisha,IN-OR,20.24440002,85.81780243,138.0,VEBS,
26520,VERK,Rourkela Airport,medium_airport,no,Rourkela,Odisha,IN-OR,22.256571,84.815193,659.0,VERK,
26621,VOPC,Pondicherry Airport,medium_airport,yes,Puducherry (Pondicherry),Puducherry,IN-PY,11.968,79.812,134.0,VOPC,
26547,VIBT,Bhatinda Air Force Station,medium_airport,no,,Punjab,IN-PB,30.2701,74.755798,662.0,VIBT,
26568,VILD,Ludhiana Airport,medium_airport,no,,Punjab,IN-PB,30.85470009,75.95259857,834.0,VILD,
26571,VIPK,Pathankot Airport,medium_airport,yes,Pathankot,Punjab,IN-PB,32.233611,75.634444,1017.0,VIPK,
26540,VIAR,Sri Guru Ram Dass Jee International Airport,medium_airport,yes,Amritsar,Punjab,IN-PB,31.7096,74.797302,756.0,VIAR,
26563,VIJP,Jaipur International Airport,medium_airport,yes,Jaipur,Rajasthan,IN-RJ,26.8242,75.812202,1263.0,VIJP,
26564,VIJR,Jaisalmer Airport,medium_airport,yes,,Rajasthan,IN-RJ,26.8887,70.864998,751.0,VIJR,
26562,VIJO,Jodhpur Airport,medium_airport,yes,Jodhpur,Rajasthan,IN-RJ,26.25110054,73.04889679,717.0,VIJO,
327453,VIKG,Kishangarh Airport Ajmer,medium_airport,yes,Ajmer (Kishangarh),Rajasthan,IN-RJ,26.591007,74.812956,,VIKG,
26567,VIKO,Kota Airport,medium_airport,no,Kota,Rajasthan,IN-RJ,25.16020012,75.84559631,896.0,VIKO,
26462,VAUD,Maharana Pratap Airport,medium_airport,yes,Udaipur,Rajasthan,IN-RJ,24.61770058,73.89610291,1684.0,VAUD,
26543,VIBK,Nal Airport,medium_airport,no,Bikaner,Rajasthan,IN-RJ,28.070601,73.207199,750.0,VIBK,
26607,VOCB,Coimbatore International Airport,medium_airport,yes,Coimbatore,Tamil Nadu,IN-TN,11.02999973,77.04340363,1324.0,VOCB,
26616,VOMD,Madurai Airport,medium_airport,yes,Madurai,Tamil Nadu,IN-TN,9.83450985,78.09339905,459.0,VOMD,
26624,VOSM,Salem Airport,medium_airport,no,Salem,Tamil Nadu,IN-TN,11.7833004,78.06559753,1008.0,VOSM,
26628,VOTR,Tiruchirappalli International Airport,medium_airport,yes,Tiruchirappalli,Tamil Nadu,IN-TN,10.766223,78.71774,288.0,VOTR,
26489,VEAT,Agartala - Maharaja Bir Bikram Airport,medium_airport,yes,Agartala,Tripura,IN-TR,23.886999,91.240402,46.0,VEAT,
26508,VEKR,Kailashahar Airport,medium_airport,no,Kailashahar,Tripura,IN-TR,24.308657,92.00768,79.0,VEKR,
26537,VIAG,Agra Airport / Agra Air Force Station,medium_airport,yes,Agra,Uttar Pradesh,IN-UP,27.157683,77.960942,551.0,VIAG,
46512,IN-0025,Ayodhya Airport,medium_airport,yes,Faizabad,Uttar Pradesh,IN-UP,26.751283,82.155295,335.0,VEAY,
26549,VIBY,Bareilly Air Force Station,medium_airport,yes,Bareilly,Uttar Pradesh,IN-UP,28.4221,79.450798,580.0,VIBY,
26570,VILK,Chaudhary Charan Singh International Airport,medium_airport,yes,Lucknow,Uttar Pradesh,IN-UP,26.76059914,80.88929749,410.0,VILK,
26500,VEGK,Gorakhpur Airport,medium_airport,yes,Gorakhpur,Uttar Pradesh,IN-UP,26.73970032,83.4496994,259.0,VEGK,
26551,VICX,Kanpur Airport,medium_airport,yes,Kanpur,Uttar Pradesh,IN-UP,26.404301,80.410103,410.0,VEKA,VEKA
350147,VEKI,Kushinagar International Airport,medium_airport,no,Kushinagar,Uttar Pradesh,IN-UP,26.776534,83.889214,266.0,VEKI,
26545,VEBN,Lal Bahadur Shastri Airport,medium_airport,yes,Varanasi,Uttar Pradesh,IN-UP,25.452129,82.861805,266.0,VEBN,
558007,VIMB,Moradabad Airport,medium_airport,yes,Moradabad,Uttar Pradesh,IN-UP,28.81746,78.92187,637.0,VIMB,
26573,VIPT,Pantnagar Airport,medium_airport,yes,Pantnagar,Uttar Pradesh,IN-UP,29.0334,79.473701,769.0,VIPT,
26538,VIAL,Prayagraj Airport,medium_airport,yes,Allahabad,Uttar Pradesh,IN-UP,25.4401,81.733902,322.0,VEAB,VEAB
26491,VEBD,Bagdogra Airport,medium_airport,yes,Siliguri,West Bengal,IN-WB,26.68120003,88.32859802,412.0,VEBD,
3312,VE44,Hashimara Air Force Station,medium_airport,no,Jalpaiguri,West Bengal,IN-WB,26.698299,89.369102,340.0,VEHX,VE44
317982,VEDG,Kazi Nazrul Islam Airport,medium_airport,yes,Durgapur,West Bengal,IN-WB,23.6225,87.243,300.0,VEDG,
26516,VEPH,Panagarh Air Force Station,medium_airport,no,,West Bengal,IN-WB,23.47430038,87.42749786,240.0,VEPH,
46581,IN-0053,INS Kohassa,small_airport,no,Diglipur,Andaman and Nicobar Islands,IN-AN,13.236316,93.049731,13.0,VODX,
26619,VONS,Nagarjuna Sagar Airport,small_airport,no,Nagarjuna Sagar,Andhra Pradesh,IN-AP,16.541574,79.316504,658.0,VONS,
26627,VOTP,Tirupati Airport,small_airport,yes,Tirupati,Andhra Pradesh,IN-AP,13.63249969,79.54329681,350.0,VOTP,
44474,VEDZ,Daporijo Airport,small_airport,no,Daporijo,Arunachal Pradesh,IN-AR,27.98550034,94.22280121,750.0,VEDZ,
429854,IN-0360,Dinjan Airfield,small_airport,no,Baghbari Gaon,Arunachal Pradesh,IN-AR,27.53606,95.2682,390.0,,
3317,VE67,Mechuka Advanced Landing Ground,small_airport,no,Kargong,Arunachal Pradesh,IN-AR,28.602458,94.126139,7900.0,VE67,VE67
31692,VEPG,Pasighat Airport,small_airport,no,Pasighat,Arunachal Pradesh,IN-AR,28.064786,95.336952,477.0,VEPG,
32433,VETJ,Tezu Airport,small_airport,no,Tezu,Arunachal Pradesh,IN-AR,27.94120026,96.13439941,800.0,VETJ,
350890,IN-0307,Tuting Advanced Landing Ground,small_airport,no,Tuting,Arunachal Pradesh,IN-AR,28.98876,94.89863,1562.0,VETU,
3320,VE91,Vijaynagar Advanced Landing Ground,small_airport,no,,Arunachal Pradesh,IN-AR,27.1935997,97.00370026,4167.0,VE91,VE91
42731,IN-0010,Walong Advanced Landing Ground,small_airport,no,,Arunachal Pradesh,IN-AR,28.129673,97.01966095,,,
26495,VECA,Chabua Air Force Station,small_airport,no,Chabua,Assam,IN-AS,27.4622,95.117699,367.0,VECA,
30356,VERU,Rupsi Airport,small_airport,no,Rupsi,Assam,IN-AS,26.141867,89.907892,131.0,VERU,
3308,VE24,Sookerating (Doomdooma) Airport,small_airport,no,Sokriting T.E.,Assam,IN-AS,27.5529,95.570602,400.0,VE24,VE24
301145,IN-0077,Bhagalpur Airport,small_airport,no,Bhagalpur,Bihar,IN-BR,25.249535,87.011976,,,
429741,IN-0346,Bihta Air Force Station,small_airport,no,Patna,Bihar,IN-BR,25.59124,84.88312,,,
26493,VEBK,Bokaro Airport,small_airport,no,,Bihar,IN-BR,23.643499,86.148903,715.0,VEBK,
3315,VE54,Daltonganj Airport,small_airport,no,,Bihar,IN-BR,24.01930046,84.0951004,803.0,VE54,VE54
3311,VE41,Giridih Airport,small_airport,no,,Bihar,IN-BR,24.20190048,86.28980255,1000.0,VE41,VE41
300448,IN-0066,Madhubani Airport,small_airport,no,Madhubani,Bihar,IN-BR,26.329167,86.06,,,
26518,VEPU,Purnea Airport,small_airport,no,,Bihar,IN-BR,25.75959969,87.41000366,129.0,VEPU,
30325,VERL,Raxaul Airport,small_airport,no,,Bihar,IN-BR,26.9667,84.833298,259.0,VERL,
311047,IN-0091,Saharsa Airport,small_airport,no,Saharsa,Bihar,IN-BR,25.892205,86.583016,,,
300449,IN-0067,Ulao Aerodrome,small_airport,no,Begusarai,Bihar,IN-BR,25.42788,86.08819,,,
3286,VA1E,Bhilai Airport,small_airport,no,,Chhattisgarh,IN-CT,21.2942009,81.37950134,1014.0,VA1E,VA1E
31698,IN-JGB,Jagdalpur Airport,small_airport,yes,Jagdalpur,Chhattisgarh,IN-CT,19.074301,82.036797,1822.0,VEJR,VEJR
46515,IN-0026,Korba Airport,small_airport,no,Rumgara,Chhattisgarh,IN-CT,22.41416667,82.71944444,1200.0,,
301046,IN-0072,Raigarh Airport (JSPL),small_airport,no,,Chhattisgarh,IN-CT,21.93528056,83.35021389,,,
3296,VA1P,Diu Airport,small_airport,yes,Diu,Dadra and Nagar Haveli and Daman and Diu,IN-DH,20.714185,70.921855,31.0,VADU,VADU
46481,IN-0023,Amreli Airport,small_airport,no,Amreli,Gujarat,IN-GJ,21.621416,71.226309,428.0,,
508628,IN-0367,Dahod Helipad,small_airport,no,Dahod,Gujarat,IN-GJ,22.874296,74.243247,860.0,,JLG
26442,VADS,Deesa Airport,small_airport,no,Deesa,Gujarat,IN-GJ,24.2679,72.204399,485.0,VADS,
340180,IN-0176,Mandvi Airport,small_airport,no,Mandvi,Gujarat,IN-GJ,22.83932,69.30498,,,
340181,IN-0177,Mehsana Airport,small_airport,no,Mehsana,Gujarat,IN-GJ,23.60118,72.37399,,,
331217,IN-0106,Mithapur Airport,small_airport,no,Mithapur,Gujarat,IN-GJ,22.412068,68.993632,11.0,,
340182,VAMA,Mundra Airport,small_airport,no,Mundra,Gujarat,IN-GJ,22.834795,69.765408,,VAMA,
3291,VA1K,Naliya Air Force Station,small_airport,no,Naliya,Gujarat,IN-GJ,23.2223,68.891296,135.0,VANY,
26548,VIBW,Bhiwani Airport,small_airport,no,Bhiwani,Haryana,IN-HR,28.837,76.1791,720.0,VIBW,
3323,VI40,Karnal Airport,small_airport,no,Niawal,Haryana,IN-HR,29.714663,77.037438,829.0,VI40,VI40
3322,VI20,Narnaul Airport,small_airport,no,,Haryana,IN-HR,28.077101,76.205002,955.0,VINL,VI20
3331,VI71,Pinjore Airfield and Flying Club,small_airport,no,Gannan,Haryana,IN-HR,30.82457,76.883652,1700.0,VI71,VI71
26576,VISM,Shimla Airport,small_airport,no,Jubbarhatti,Himachal Pradesh,IN-HP,31.0818,77.068001,5072.0,VISM,
46556,IN-0033,Aamby Valley Airport,small_airport,no,Aamby Valley City,IN-MM,IN-MM,18.609617,73.377583,2262.0,VAAV,
299082,IN-0065,Amravati (Belora) Airstrip,small_airport,no,Amravati,IN-MM,IN-MM,20.814608,77.717765,1125.0,VAAM,
46518,IN-0024,Baramati Airport,small_airport,yes,Pune,IN-MM,IN-MM,18.226944,74.590833,1978.0,,BMT
3283,VA1B,Chanda Airport,small_airport,no,,IN-MM,IN-MM,19.99469948,79.22250366,625.0,VA1B,VA1B
3305,IN-0363,Dhulia Airport,small_airport,no,,IN-MM,IN-MM,20.9265,74.737099,920.0,,VA53
26454,IN-0382,Gandhinagar Airfield,small_airport,no,Nashik,IN-MM,IN-MM,19.963699,73.807602,1959.0,VANR,
3303,VAJL,Jalgaon Airport,small_airport,yes,Jalgaon,IN-MM,IN-MM,20.962678,75.627492,818.0,VAJL,
30171,VAJJ,Juhu Aerodrome,small_airport,no,Mumbai,IN-MM,IN-MM,19.09810066,72.834198,13.0,VAJJ,
3293,VA1M,Karad Airport,small_airport,no,,IN-MM,IN-MM,17.28590012,74.15809631,1890.0,VA1M,VA1M
314033,OMN,Osmanabad Airport,small_airport,no,Osmanabad,IN-MM,IN-MM,18.281,76.0574,2277.0,,
46625,IN-0062,Shirpur Airport,small_airport,no,Shirpur,IN-MM,IN-MM,21.32399879,74.95673418,,,
46557,IN-0034,Vijay Nagar Airport,small_airport,no,Vijay Nagar,IN-MM,IN-MM,19.8841,73.84056667,,,
313997,VORG,Basanth Nagar Airport,small_airport,no,Ramagundam,IN-TG,IN-TG,18.701,79.3923,670.0,VORG,
26614,VOHK,Hakimpet Airport,small_airport,no,Secunderabad,IN-TG,IN-TG,17.553499,78.524902,2020.0,VOHK,
44908,IN-0013,Nadirgul Airport,small_airport,no,Hyderabad,IN-TG,IN-TG,17.306142,78.561004,1811.0,,
348753,IN-0300,Viraf Airstrip,small_airport,no,Mamidiyal,IN-TG,IN-TG,17.728462,78.700909,2010.0,,
32647,VOWA,Warangal Airport,small_airport,no,Warangal,IN-TG,IN-TG,17.9144,79.602203,935.0,VOWA,
309591,IN-0087,Gauchar Airstrip,small_airport,no,Gauchar,IN-UT,IN-UT,30.284585,79.161665,,,
3335,VI82,Maa Ganga Airport Uttarkashi,small_airport,no,Chinyalisour,IN-UT,IN-UT,30.582583,78.323164,2983.0,VI82,VI82
26553,VIDF,Pithoragarh Airport,small_airport,no,Pithoragarh,IN-UT,IN-UT,29.593599,80.239197,4910.0,VIDF,
26541,VIAW,Awantipura Air Force Station,small_airport,no,Awantipura,Jammu and Kashmir,IN-JK,33.876598,74.9757,5393.0,VIAW,
311989,IN-0088,Poonch Airport,small_airport,no,Poonch,Jammu and Kashmir,IN-JK,33.76875,74.083753,3219.0,,
32215,IN-RJI,Rajouri Airport,small_airport,no,Rajouri,Jammu and Kashmir,IN-JK,33.377899,74.315201,3000.0,,
29775,VECK,Chakulia Airport,small_airport,no,,Jharkhand,IN-JH,22.4606,86.707802,430.0,VECK,
312234,VEDO,Deoghar Airport,small_airport,yes,Deoghar,Jharkhand,IN-JH,24.446842,86.704955,361.0,VEDO,
309944,IN-0089,Noamundi Airport,small_airport,no,Itarbalijor,Jharkhand,IN-JH,22.192222,85.548889,1402.0,,
317984,IN-0100,Sido Kanhu Airport,small_airport,no,Dumka,Jharkhand,IN-JH,24.231185,87.269989,470.0,,
44630,VOKP,Baldota Koppal Aerodrome,small_airport,no,Basapur,Karnataka,IN-KA,15.359481,76.219411,1700.0,VOKP,
3340,VO52,Harihar Airport,small_airport,no,Harihar,Karnataka,IN-KA,14.534533,75.786879,1750.0,VO52,VO52
301040,VOJV,Jindal Vijaynagar Airport,small_airport,no,Toranagallu,Karnataka,IN-KA,15.175921,76.63303,1670.0,VOJV,
506610,VOGB,Kalaburagi Airport,small_airport,yes,Kalaburagi,Karnataka,IN-KA,17.308154,76.965246,1571.0,VOGB,
31996,VOMY,Mysore Airport,small_airport,yes,Mysore,Karnataka,IN-KA,12.23,76.655833,2349.0,VOMY,
