id,ident,name,type,scheduled_service,municipality,state_name,iso_region,latitude_deg,longitude_deg,elevation_ft,gps_code,local_code
340008,IN-0110,Puri Heliport,heliport,no,Puri,Odisha,IN-OR,19.81035,85.84752,,,
356130,IN-0336,Tata Steel Bamnipal Heliport,heliport,no,Bamnipal,Odisha,IN-OR,21.12438,85.92252,289.0,,
356129,IN-0335,Tata Steel Gadapur Heliport,heliport,no,Gadapur,Odisha,IN-OR,20.96803,86.03998,201.0,,
340011,IN-0112,Tata Steel Helipad,heliport,no,Sindhigan,Odisha,IN-OR,19.33095,84.91073,,,
340123,IN-0122,Dhirubhai Ambani Heliport,heliport,no,Gadimoga,Puducherry,IN-PY,16.74354,82.29191,,,
340144,IN-0143,MARG Heliport,heliport,no,Karaikal,Puducherry,IN-PY,10.83343,79.84245,,,
340126,IN-0125,Pondicherry Harbour Heliport,heliport,no,Puducherry (Pondicherry),Puducherry,IN-PY,11.91806,79.82697,,,
340125,IN-0124,Pondicherry Heliport,heliport,no,Puducherry (Pondicherry),Puducherry,IN-PY,11.9631,79.81498,,,
340124,IN-0123,Yanam Heliport,heliport,no,Yanam,Puducherry,IN-PY,16.7261,82.20674,,,
341667,IN-0182,Abohar Heliport,heliport,no,Abohar,Punjab,IN-PB,30.16081,74.1768,,,
517157,IN-0372,Fazilka Heliport,heliport,no,Fazilka,Punjab,IN-PB,30.394823,74.054244,586.0,,
571743,IN-0380,Mehna Heliport,heliport,no,Bhatinda,Punjab,IN-PB,30.233786,75.008798,676.0,,
46567,IN-0044,PAP Complex Heliport,heliport,no,Jalandhar,Punjab,IN-PB,31.29208333,75.6072,766.0,,
341666,IN-0181,Sito Gunno Helipad,heliport,no,Sito Gunno,Punjab,IN-PB,30.02882,74.36395,,,
341891,IN-0250,Central University of Rajasthan Heliport,heliport,no,Bandar Seendri,Rajasthan,IN-RJ,26.628069,75.028541,,,
341886,IN-0245,Ghooghra Heliport Ajmer,heliport,no,Ghooghra,Rajasthan,IN-RJ,26.509349,74.704718,,,
341888,IN-0247,Kishanpura Goyla Heliport,heliport,no,Kishanpura Goyla,Rajasthan,IN-RJ,26.476022,74.519229,,,
46573,IN-0050,Phalodi Airfield,heliport,no,Phalodi,Rajasthan,IN-RJ,27.11283333,72.389,,,
355263,IN-0311,Pilani Helipad,heliport,no,Pilani,Rajasthan,IN-RJ,28.349677,75.591104,974.0,,
341887,IN-0246,Pushkar Heliport,heliport,no,Pushkar,Rajasthan,IN-RJ,26.485927,74.543235,,,
341890,IN-0249,Pushkar Hotel Heliport,heliport,no,Kishanpura Goyla,Rajasthan,IN-RJ,26.479509,74.518667,,,
341889,IN-0248,Tiloniya Heliport,heliport,no,Tiloniya,Rajasthan,IN-RJ,26.646926,74.938877,,,
340557,IN-0179,Dalapchand Heliport,heliport,no,Aritar,Sikkim,IN-SK,27.193387,88.675583,,,
42730,IN-0009,Gangtok Helipad,heliport,no,Gangtok,Sikkim,IN-SK,27.355736,88.614156,,,
46560,IN-0037,Namchi Helipad,heliport,no,Nayabazar,Sikkim,IN-SK,27.156733,88.322067,,,
46563,IN-0040,Pedong Helipad,heliport,no,Pedong,Sikkim,IN-SK,27.15593333,88.61065,,,
46559,IN-0036,Pelling Helipad,heliport,no,Pelling City,Sikkim,IN-SK,27.3005,88.23085,,,
46561,IN-0038,Upper Tadong Indian Army Helipad,heliport,no,Upper Tadong,Sikkim,IN-SK,27.30671667,88.59965,,,
340143,IN-0142,AVC Polytechnic College Heliport,heliport,no,Mannampandal,Tamil Nadu,IN-TN,11.103012,79.692989,,,
340137,IN-0136,Air 16 Heliport,heliport,no,Chedilpakkam,Tamil Nadu,IN-TN,13.4375,79.97665,,,
340142,IN-0141,Anna Stadium Heliport,heliport,no,Cuddalore,Tamil Nadu,IN-TN,11.75417,79.76703,,,
341970,IN-0260,Chennai Military Hospital Helipad,heliport,no,Chennai,Tamil Nadu,IN-TN,13.0196,80.1976,52.0,,
340140,IN-0139,Chettinad Health City Helipad,heliport,no,Kelambakkam,Tamil Nadu,IN-TN,12.79598,80.22006,,,
340141,IN-0140,ECR Heliport,heliport,no,Kunnakkadu,Tamil Nadu,IN-TN,12.77042,80.24574,,,
355267,IN-0314,Ganga Helipad,heliport,no,Coimbatore,Tamil Nadu,IN-TN,11.09489,76.95603,1417.0,,
549731,IN-0375,INS Adyar Heliport,heliport,no,Chennai,Tamil Nadu,IN-TN,13.073189,80.290046,32.0,,
340149,IN-0147,INS Parundu Heliport,heliport,no,Mandapam,Tamil Nadu,IN-TN,9.28061,79.13578,,,
340151,IN-0149,Kanyakumari Heliport,heliport,no,Kanyakumari,Tamil Nadu,IN-TN,8.07972,77.54877,,,
340145,IN-0144,Nagapattinam Heliport,heliport,no,Nagapattinam,Tamil Nadu,IN-TN,10.78938,79.83942,,,
340150,IN-0148,Ramanathapuram Heliport,heliport,no,Ramanathapuram,Tamil Nadu,IN-TN,9.36241,78.85934,,,
340139,IN-0138,Vallur Camp Heliport,heliport,no,Minjur,Tamil Nadu,IN-TN,13.2556,80.27623,,,
341767,IN-0205,Kakraban Heliport,heliport,no,Kakraban,Tripura,IN-TR,23.477405,91.413509,,,
341769,IN-0207,Paschim Jalefa Heliport,heliport,no,Paschim Jalefa,Tripura,IN-TR,23.026273,91.706276,,,
341768,IN-0206,Udaipur Helipad,heliport,no,Radhakishorepur,Tripura,IN-TR,23.56406,91.470621,,,
341775,IN-0208,Agra Heliport,heliport,no,Hingot Kheria,Uttar Pradesh,IN-UP,27.15727,78.117582,,,
46574,IN-0051,Aviation Research Centre RAW Headquarters Helipad,heliport,no,Chakrata,Uttar Pradesh,IN-UP,30.706042,77.861524,7234.0,,
341902,IN-0255,Fertilizer Colony Helipad,heliport,no,Gorakhpur,Uttar Pradesh,IN-UP,26.82455,83.376899,,,
341898,IN-0251,HAL Heliport,heliport,no,Korwa,Uttar Pradesh,IN-UP,26.21757,81.817293,,,
341778,IN-0211,Jaypee Greens Helipad,heliport,no,Greater Noida,Uttar Pradesh,IN-UP,28.46595,77.523169,,,
341900,IN-0253,MMMUT Heliport,heliport,no,Gorakhpur,Uttar Pradesh,IN-UP,26.731111,83.435293,,,
46575,IN-0052,Mathura Heliport,heliport,no,Mathura,Uttar Pradesh,IN-UP,27.46423333,77.68241667,,,
341899,IN-0252,Mau Heliport,heliport,no,Mau,Uttar Pradesh,IN-UP,25.913982,83.561476,,,
341901,IN-0254,Prayagraj Army Helipad,heliport,no,Prayagraj,Uttar Pradesh,IN-UP,25.486483,81.850521,,,
355268,IN-0315,RPSCL Private Helipad,heliport,no,Shahjahanpur,Uttar Pradesh,IN-UP,27.83428,79.92742,501.0,,
355270,IN-0316,Varanasi Police Line Helipad,heliport,no,Varanasi,Uttar Pradesh,IN-UP,25.34819,82.98752,255.0,,
340006,IN-0108,Digha Heliport,heliport,no,Digha,West Bengal,IN-WB,21.62606,87.501056,16.0,,
340556,IN-0178,Jaigaon Heliport,heliport,no,Jaigaon,West Bengal,IN-WB,26.822651,89.391989,,,
340004,IN-0104,Kalyani BSF Helipad,heliport,no,Petrapole,West Bengal,IN-WB,23.02589,88.87582,,,
46562,IN-0039,Lebong Helipad,heliport,no,Lebong,West Bengal,IN-WB,27.05908333,88.27773333,,,
46558,IN-0035,Sevoke Road Indian Army Heliport,heliport,no,Salugara,West Bengal,IN-WB,26.7744,88.45231667,472.0,,
340147,IN-0145,Badangi Airstrip,closed,no,Badangi,Andhra Pradesh,IN-AP,18.4884,83.3829,,,
32589,IN-0381,Dunakonda Airport,closed,no,Dunakonda,Andhra Pradesh,IN-AP,15.8063,79.4882,472.0,,
340133,IN-0132,Nellore Airport,closed,no,Dagadarthi,Andhra Pradesh,IN-AP,14.69388,79.94277,,,
340148,IN-0146,Tadepalligudem Airstrip,closed,no,Tadepalligudem,Andhra Pradesh,IN-AP,16.83321,81.53099,,,
46282,IN-0016,Ledo Airfield,closed,no,Ledo,Assam,IN-AS,27.302441,95.737031,,,
46608,IN-0056,Kalyan Airstrip,closed,no,Kalyan,IN-MM,IN-MM,19.17922,73.139184,,,
341743,IN-0185,Adilabad Airfield,closed,no,Adilabad,IN-TG,IN-TG,19.664765,78.549511,,,
508629,IN-0368,Jabua Airstrip,closed,no,Kundla,Madhya Pradesh,IN-MP,22.780522,74.561697,1200.0,,
44475,IN-0014,Koirengei Airstrip,closed,no,,Manipur,IN-MN,24.87245941,93.92568207,,,
356134,IN-0340,Bhograi Heliport,closed,no,Bhograi,Odisha,IN-OR,21.68382,87.41512,29.0,,
46609,IN-0057,Rasgovindpur Airstrip,closed,no,Rasgovindpur,Odisha,IN-OR,21.80508952,87.04690933,,,
311049,IN-0092,Sukinda Airstrip,closed,no,Kaliapani,Odisha,IN-OR,21.031944,85.753889,400.0,,
312280,IN-0094,no airport,closed,no,,Odisha,IN-OR,20.46668667,83.48333056,,,
308280,IN-0084,Salwas,closed,no,,Rajasthan,IN-RJ,26.141647,73.097062,,,
42722,IN-0006,Chettinad Airstrip,closed,no,Kanadukathan,Tamil Nadu,IN-TN,10.164996,78.79377,,,
46628,IN-0063,Cholavaram Airstrip,closed,no,Sembilivaram,Tamil Nadu,IN-TN,13.210242,80.152345,,,
42721,IN-0005,Kayathar Airstrip,closed,no,Ahilandapuram,Tamil Nadu,IN-TN,8.970609,77.816847,,,
46287,IN-0020,Ulundurpet Airstrip,closed,no,Villupuram,Tamil Nadu,IN-TN,11.688549,79.321375,,,
429739,IN-0344,Naini Airfield,closed,no,Iradatjanj,Uttar Pradesh,IN-UP,25.32424,81.84179,,,
518553,IN-0374,RIAF Phaphamau,closed,no,Phaphamau,Uttar Pradesh,IN-UP,25.545166,81.88199,335.0,,
340005,IN-0105,Ashoknagar Airfield,closed,no,Ashoknagar,West Bengal,IN-WB,22.83809,88.61521,,,
302122,IN-0078,Bishnupur Airfield,closed,no,,West Bengal,IN-WB,23.03392669,87.35486984,,,
46606,IN-0054,Charra Airfield,closed,no,Purulia,West Bengal,IN-WB,23.36577729,86.43673897,,,
46610,IN-0058,Dhubulia Airstrip,closed,no,Dhubulia,West Bengal,IN-WB,23.49298469,88.45401764,,,
46611,IN-0059,Digri Airstrip,closed,no,Digri,West Bengal,IN-WB,22.78544033,87.36225128,,,
46283,IN-0017,Dudhkundi Airfield,closed,no,,West Bengal,IN-WB,22.32459157,87.10741997,,,
302134,IN-0079,Guskhara Airfield,closed,no,,West Bengal,IN-WB,23.471667,87.794167,,,
46607,IN-0055,Kanchrapara Airfield,closed,no,Kanchrapara,West Bengal,IN-WB,22.92293299,88.45992923,,,
302135,IN-0080,Pandaveswar Airfield,closed,no,,West Bengal,IN-WB,23.64130052,87.34869003,,,
46284,IN-0018,Piardoba Airfield,closed,no,,West Bengal,IN-WB,22.98950855,87.29959488,,,
